Gene_ID,MDD_1:read count,MDD_2:read count,MDD_3:read count,MDD_4:read count,MDD_5:read count,MDD_6:read count,HC_1:read count,HC_2:read count,HC_3:read count,HC_4:read count,HC_5:read count,Length,Name,Description,Entrez_geneID
ENSG00000267881,0,0,0,0,0,0,0,0,0,0,0,277,-,"novel protein, readthrough between CEACAM5-CEACAM6",-
ENSG00000267909,0,0,0,0,0,0,0,0,0,0,0,4182,CCDC177,coiled-coil domain containing 177 [Source:HGNC Symbol;Acc:HGNC:23243],56936
ENSG00000267952,0,0,0,0,0,0,0,0,0,0,0,634,-,novel transcript,-
ENSG00000267978,0,0,0,0,2,0,0,0,0,0,0,1927,MAGEA9B,MAGE family member A9B [Source:HGNC Symbol;Acc:HGNC:31909],728269
ENSG00000268009,0,0,0,0,0,0,0,0,0,1,0,1232,SSX4,SSX family member 4 [Source:HGNC Symbol;Acc:HGNC:11338],6759
ENSG00000268041,3,13,17,5,7,1,15,11,15,10,8,2012,ERFL,ETS repressor factor like [Source:HGNC Symbol;Acc:HGNC:53894],390937
ENSG00000268043,458,595,605,469,548,92,940,930,742,202,247,7663,NBPF12,NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297],149013
ENSG00000268083,0,0,0,0,0,0,0,0,0,0,0,963,-,novel protein,-
ENSG00000268089,0,0,0,0,0,0,0,0,0,0,0,6468,GABRQ,gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454],55879
ENSG00000268104,0,0,0,0,0,0,0,0,0,0,0,4536,SLC6A14,solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047],11254
ENSG00000268107,0,0,0,0,0,0,0,0,0,0,0,2258,-,novel transcript,-
ENSG00000268133,0,0,0,0,0,0,0,0,0,0,0,456,-,novel protein,-
ENSG00000268163,0,0,0,0,0,0,0,0,0,0,1,1028,-,novel transcript,-
ENSG00000268173,1,0,0,0,0,0,0,0,0,0,0,5142,-,"novel protein, readthrough between PIK3R2 and IFI30",-
ENSG00000268182,2,3,1,2,5,0,4,6,4,2,0,2543,SMIM17,small integral membrane protein 17 [Source:HGNC Symbol;Acc:HGNC:27114],147670
ENSG00000268193,0,0,0,0,0,0,0,0,0,0,0,685,-,novel transcript,-
ENSG00000268221,0,0,0,0,0,0,0,0,0,0,0,1998,OPN1MW,"opsin 1, medium wave sensitive [Source:HGNC Symbol;Acc:HGNC:4206]",2652
ENSG00000268223,1,1,1,0,3,0,1,5,3,4,0,1914,ARL14EPL,ADP ribosylation factor like GTPase 14 effector protein like [Source:HGNC Symbol;Acc:HGNC:44201],644100
ENSG00000268235,0,0,0,0,0,0,0,0,0,0,0,2284,TCP11X1,"t-complex 11 family, X-linked 1 [Source:HGNC Symbol;Acc:HGNC:48369]",100996631
ENSG00000268279,12,22,13,28,16,3,34,16,40,8,10,1335,-,novel transcript,-
ENSG00000268320,1,0,1,1,2,1,1,0,0,3,0,435,SCGB1C2,secretoglobin family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:51242],653486
ENSG00000268350,13,9,7,8,15,2,18,17,14,3,7,6608,FAM156A,family with sequence similarity 156 member A [Source:HGNC Symbol;Acc:HGNC:30114],29057
ENSG00000268361,0,0,0,0,0,0,0,0,0,0,0,393,-,novel protein,-
ENSG00000268400,0,0,0,0,0,0,0,1,1,0,0,2223,-,novel protein,-
ENSG00000268434,0,0,0,0,0,0,0,0,0,0,0,859,-,novel protein,-
ENSG00000268447,0,0,0,0,0,0,0,0,0,0,0,2255,SSX2B,SSX family member 2B [Source:HGNC Symbol;Acc:HGNC:22263],727837
ENSG00000268465,0,0,0,0,0,0,0,0,0,0,0,443,-,novel protein,-
ENSG00000268480,8,28,26,9,28,2,30,21,39,1,14,5135,NFILZ,NFIL3 like basic leucine zipper [Source:HGNC Symbol;Acc:HGNC:52681],105372267
ENSG00000268500,541,470,404,759,359,184,694,687,1011,295,387,2993,SIGLEC5,sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874],8778
ENSG00000268533,1,1,0,0,2,0,3,3,2,2,1,521,-,novel protein,-
ENSG00000268606,0,0,0,0,0,0,0,0,0,0,0,2272,MAGEA2,MAGE family member A2 [Source:HGNC Symbol;Acc:HGNC:6800],4101
ENSG00000268614,0,0,0,0,0,0,0,0,0,0,0,942,-,novel transcript,-
ENSG00000268629,0,0,0,0,0,0,0,0,0,0,0,1397,TEX13A,testis expressed 13A [Source:HGNC Symbol;Acc:HGNC:11735],56157
ENSG00000268643,0,0,0,0,0,0,0,0,0,0,0,664,-,novel protein,-
ENSG00000268651,0,0,0,0,0,0,0,0,0,0,0,1008,CTAG1A,cancer/testis antigen 1A [Source:HGNC Symbol;Acc:HGNC:24198],246100
ENSG00000268655,0,2,0,0,0,0,1,1,0,0,0,1310,-,novel protein,101059948
ENSG00000268674,0,0,0,0,0,0,0,0,0,0,0,510,-,-,-
ENSG00000268696,0,0,0,0,0,0,0,0,0,0,0,1865,ZNF723,zinc finger protein 723 [Source:HGNC Symbol;Acc:HGNC:32286],646864
ENSG00000268738,1,0,1,0,3,0,1,2,2,1,0,1966,HSFX2,"heat shock transcription factor family, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:32701]",100130086
ENSG00000268750,0,0,0,0,0,0,0,0,0,0,0,1159,-,novel protein,-
ENSG00000268790,0,0,0,0,0,0,0,0,0,0,0,1184,-,novel protein,-
ENSG00000268797,0,0,0,0,0,0,0,0,0,0,0,575,-,novel protein,-
ENSG00000268799,2,3,4,3,3,0,7,3,7,0,1,1110,H3Y2,H3.Y histone 2 [Source:HGNC Symbol;Acc:HGNC:43734],340096
ENSG00000268870,0,0,0,0,0,0,0,0,0,0,0,617,-,novel zinc finger protein,-
ENSG00000268902,0,0,0,0,0,0,0,0,0,0,0,1091,CSAG2,CSAG family member 2 [Source:HGNC Symbol;Acc:HGNC:16847],102723547
ENSG00000268916,0,0,0,0,0,0,0,0,0,0,0,1083,CSAG3,CSAG family member 3 [Source:HGNC Symbol;Acc:HGNC:26237],389903
ENSG00000268940,0,0,0,0,0,0,0,0,0,0,0,1139,CT45A1,cancer/testis antigen family 45 member A1 [Source:HGNC Symbol;Acc:HGNC:33267],541466
ENSG00000268964,0,0,0,0,0,0,0,0,0,0,0,3033,ERVV-2,"endogenous retrovirus group V member 2, envelope [Source:HGNC Symbol;Acc:HGNC:39051]",100271846
ENSG00000268975,0,0,0,0,0,0,0,0,0,0,0,1809,MIA-RAB4B,MIA-RAB4B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48352],-
ENSG00000268988,0,0,0,0,0,0,0,0,0,0,0,707,SPANXN2,SPANX family member N2 [Source:HGNC Symbol;Acc:HGNC:33175],494119
ENSG00000268994,0,0,0,0,0,0,0,1,0,0,0,465,FAM236B,family with sequence similarity 236 member B [Source:HGNC Symbol;Acc:HGNC:52640],100132304
ENSG00000269026,0,0,0,0,0,0,0,0,0,0,0,833,-,novel protein,-
ENSG00000269035,0,0,0,0,0,0,0,0,0,0,0,892,-,novel protein,-
ENSG00000269058,0,0,0,0,0,0,1,0,0,0,0,1431,CALR3,calreticulin 3 [Source:HGNC Symbol;Acc:HGNC:20407],125972
ENSG00000269067,0,0,0,0,0,0,1,0,0,0,0,2777,ZNF728,zinc finger protein 728 [Source:HGNC Symbol;Acc:HGNC:32463],388523
ENSG00000269095,0,0,0,0,0,0,0,0,0,0,0,515,-,novel protein,-
ENSG00000269096,0,0,0,0,0,0,0,0,0,0,0,1166,CT45A3,cancer/testis antigen family 45 member A3 [Source:HGNC Symbol;Acc:HGNC:33268],441519
ENSG00000269113,0,0,0,0,0,0,0,0,0,0,0,7524,TRABD2B,TraB domain containing 2B [Source:HGNC Symbol;Acc:HGNC:44200],388630
ENSG00000269179,0,0,0,0,0,0,0,0,0,0,0,575,-,novel protein,-
ENSG00000269190,1,0,0,2,0,0,0,0,1,0,0,4792,FBXO17,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754],115290
ENSG00000269226,3,0,2,1,2,0,6,8,1,0,3,2766,TMSB15B,thymosin beta 15B [Source:NCBI gene (formerly Entrezgene);Acc:286527],122394733
ENSG00000269237,0,0,0,0,0,0,0,0,0,0,0,472,-,novel transcript,-
ENSG00000269242,0,0,0,2,0,0,2,2,0,0,1,838,-,novel transcript,-
ENSG00000269307,0,0,0,0,0,0,0,0,0,0,0,1207,-,novel transcript,-
ENSG00000269313,3,9,6,12,6,2,16,15,20,7,10,5398,MAGIX,"MAGI family member, X-linked [Source:HGNC Symbol;Acc:HGNC:30006]",79917
ENSG00000269335,89,93,86,114,87,31,213,169,159,79,60,5425,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961],8517
ENSG00000269343,213,235,316,270,317,41,486,443,308,117,149,6079,ZNF587B,zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142],100293516
ENSG00000269403,1,1,1,1,0,0,1,1,1,0,0,551,-,novel protein,-
ENSG00000269404,125,85,47,56,49,25,97,48,100,27,34,4282,SPIB,Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242],6689
ENSG00000269405,0,0,0,0,0,0,0,0,0,0,0,2340,NXF2,nuclear RNA export factor 2 [Source:HGNC Symbol;Acc:HGNC:8072],56001
ENSG00000269433,0,0,0,0,0,0,0,0,0,0,0,1239,OPN1MW3,"opsin 1, medium wave sensitive 3 [Source:HGNC Symbol;Acc:HGNC:51831]",101060233
ENSG00000269437,0,0,0,0,0,0,0,0,0,0,0,2674,NXF2B,nuclear RNA export factor 2B [Source:HGNC Symbol;Acc:HGNC:23984],728343
ENSG00000269466,0,0,0,0,0,0,0,0,0,0,0,982,H3Y1,H3.Y histone 1 [Source:HGNC Symbol;Acc:HGNC:43735],391769
ENSG00000269469,0,0,0,0,0,0,0,0,0,0,0,675,-,novel protein,-
ENSG00000269476,0,0,0,0,0,0,0,0,0,0,0,1020,-,novel transcript,-
ENSG00000269502,0,0,0,0,0,0,1,2,0,0,0,1876,DMRTC1,DMRT like family C1 [Source:HGNC Symbol;Acc:HGNC:13910],63947
ENSG00000269526,0,0,0,0,0,0,0,1,0,0,0,2203,ERVV-1,"endogenous retrovirus group V member 1, envelope [Source:HGNC Symbol;Acc:HGNC:26501]",147664
ENSG00000269533,3,0,0,0,0,0,0,0,0,0,0,1210,-,novel transcript,-
ENSG00000269547,0,0,0,0,0,0,0,0,0,0,0,1967,-,novel protein,-
ENSG00000269556,85,117,107,117,90,35,204,177,204,78,80,5158,TMEM185A,transmembrane protein 185A [Source:HGNC Symbol;Acc:HGNC:17125],84548
ENSG00000269586,0,2,0,0,0,0,0,0,0,0,0,1112,CT45A10,cancer/testis antigen family 45 member A10 [Source:HGNC Symbol;Acc:HGNC:51263],102723631
ENSG00000269590,0,0,0,0,0,0,0,0,0,0,0,585,-,novel protein,-
ENSG00000269693,0,0,0,0,0,0,0,0,0,0,0,5857,-,novel transcript,-
ENSG00000269699,0,0,0,0,0,0,2,0,0,2,0,3068,ZIM2,zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875],23619
ENSG00000269711,0,0,0,0,0,0,0,0,0,0,0,777,-,novel protein,-
ENSG00000269713,265,369,194,424,257,62,362,444,400,82,127,13748,NBPF9,NBPF member 9 [Source:HGNC Symbol;Acc:HGNC:31991],400818
ENSG00000269720,11,7,19,14,0,2,3,10,7,1,1,4815,CCDC194,coiled-coil domain containing 194 [Source:HGNC Symbol;Acc:HGNC:53438],110806280
ENSG00000269741,0,0,0,0,0,0,0,0,0,0,0,1933,-,novel transcript,-
ENSG00000269743,141,119,118,131,203,58,283,290,266,79,67,6827,SLC25A53,solute carrier family 25 member 53 [Source:HGNC Symbol;Acc:HGNC:31894],401612
ENSG00000269755,0,0,2,0,1,0,0,1,0,0,0,588,-,novel transcript,-
ENSG00000269791,0,0,0,0,0,0,0,0,0,0,0,1278,SSX4B,SSX family member 4B [Source:HGNC Symbol;Acc:HGNC:16880],548313
ENSG00000269825,61,56,79,26,70,6,110,127,94,19,22,4220,-,novel zinc finger protein,122539214
ENSG00000269855,0,0,0,0,0,0,0,0,0,0,0,1424,RNF225,ring finger protein 225 [Source:HGNC Symbol;Acc:HGNC:51249],646862
ENSG00000269858,143,191,196,201,172,48,370,288,263,81,101,6574,EGLN2,egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660],112398
ENSG00000269891,2,0,2,1,1,0,0,1,0,0,0,4089,ARHGAP19-SLIT1,ARHGAP19-SLIT1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48348],-
ENSG00000269897,0,0,0,0,0,0,0,0,0,0,0,1904,COMMD3-BMI1,COMMD3-BMI1 readthrough [Source:HGNC Symbol;Acc:HGNC:48326],100532731
ENSG00000269955,0,0,0,0,0,0,0,0,0,0,0,1661,FMC1-LUC7L2,FMC1-LUC7L2 readthrough [Source:HGNC Symbol;Acc:HGNC:44671],100996928
ENSG00000269964,0,1,0,0,0,0,2,0,0,0,0,5361,MEI4,meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638],101928601
ENSG00000270011,4,2,4,7,2,2,4,9,7,1,4,4273,ZNF559-ZNF177,ZNF559-ZNF177 readthrough [Source:HGNC Symbol;Acc:HGNC:42964],100529215
ENSG00000270099,0,0,0,0,0,0,0,0,0,0,0,492,-,novel transcript,-
ENSG00000270106,1,0,0,0,1,0,0,1,0,1,0,4207,TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49177],-
ENSG00000270136,0,0,0,0,0,0,0,0,0,0,0,1276,MICOS10-NBL1,MICOS10-NBL1 readthrough [Source:HGNC Symbol;Acc:HGNC:48338],-
ENSG00000270149,2,2,3,2,6,0,1,4,1,2,1,2114,-,"novel transcript, TSTD1 - F11R readthrough",-
ENSG00000270170,70,75,71,86,73,31,135,117,112,54,68,870,NCBP2AS2,NCBP2 antisense 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:25121],152217
ENSG00000270181,0,0,0,0,0,0,0,0,0,0,0,5709,BIVM-ERCC5,BIVM-ERCC5 readthrough [Source:HGNC Symbol;Acc:HGNC:43690],100533467
ENSG00000270231,326,409,463,309,295,59,817,552,949,126,174,8168,NBPF8,NBPF member 8 [Source:HGNC Symbol;Acc:HGNC:31990],728841
ENSG00000270249,0,0,0,0,0,0,0,0,0,0,0,911,-,novel protein,-
ENSG00000270276,6,16,7,16,8,8,4,16,10,8,12,1878,H4C15,H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607],554313
ENSG00000270299,0,0,0,0,0,0,0,0,0,0,0,2714,-,novel protein,-
ENSG00000270316,0,0,0,0,0,0,0,0,0,0,0,2670,BORCS7-ASMT,BORCS7-ASMT readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49183],-
ENSG00000270339,7,14,1,13,1,3,2,13,13,5,8,760,PPIAL4H,peptidylprolyl isomerase A like 4H [Source:HGNC Symbol;Acc:HGNC:53889],105371242
ENSG00000270379,17,14,12,16,15,8,35,55,23,8,2,2930,HEATR9,HEAT repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:26548],256957
ENSG00000270601,0,0,0,0,0,0,0,0,0,0,0,1855,PRAMEF5,PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995],343068
ENSG00000270617,0,0,0,0,0,0,0,0,0,0,0,795,URGCP-MRPS24,URGCP-MRPS24 readthrough [Source:HGNC Symbol;Acc:HGNC:49188],100534592
ENSG00000270629,596,743,563,1127,709,208,890,1028,1025,319,431,11985,NBPF14,NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232],25832
ENSG00000270647,2028,2276,1999,1722,1803,327,3698,3177,3052,966,1133,13607,TAF15,TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547],8148
ENSG00000270757,0,0,0,0,0,0,0,0,0,0,0,890,HSPE1-MOB4,HSPE1-MOB4 readthrough [Source:HGNC Symbol;Acc:HGNC:49184],100529241
ENSG00000270765,0,0,0,1,0,0,0,4,0,0,0,3375,GAS2L2,growth arrest specific 2 like 2 [Source:HGNC Symbol;Acc:HGNC:24846],246176
ENSG00000270800,0,0,0,0,0,0,0,0,0,0,0,5018,RPS10-NUDT3,RPS10-NUDT3 readthrough [Source:HGNC Symbol;Acc:HGNC:49181],100529239
ENSG00000270806,0,0,0,0,1,0,1,2,2,0,2,1073,C17orf50,chromosome 17 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:29581],146853
ENSG00000270882,11,22,18,29,27,14,31,25,16,24,21,1878,H4C14,H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794],8370
ENSG00000270885,1,0,0,3,0,0,1,6,1,0,0,3512,RASL10B,RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295],91608
ENSG00000270946,0,0,0,0,0,0,0,0,0,0,0,1370,CT45A9,cancer/testis antigen family 45 member A9 [Source:HGNC Symbol;Acc:HGNC:51262],102723680
ENSG00000271079,3,3,0,13,4,1,6,3,0,8,2,2587,CTAGE15,CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295],441294
ENSG00000271092,11,13,20,23,28,4,17,23,17,1,11,1961,TLCD4-RWDD3,TLCD4-RWDD3 readthrough [Source:HGNC Symbol;Acc:HGNC:49388],100527978
ENSG00000271254,90,124,82,70,112,8,204,164,122,58,57,4292,-,-,-
ENSG00000271271,0,0,0,0,0,0,0,0,0,0,0,2568,UGT2A2,UDP glucuronosyltransferase family 2 member A2 [Source:HGNC Symbol;Acc:HGNC:28183],574537
ENSG00000271303,0,0,1,1,1,1,2,2,0,0,4,2528,SRXN1,sulfiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:16132],140809
ENSG00000271321,1,4,1,2,0,0,1,1,1,0,0,2608,CTAGE6,CTAGE family member 6 [Source:HGNC Symbol;Acc:HGNC:28644],340307
ENSG00000271383,6,15,4,11,0,1,15,13,15,3,7,14047,NBPF19,NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999],101060226
ENSG00000271425,365,414,291,448,251,88,626,461,556,313,207,14362,NBPF10,NBPF member 10 [Source:HGNC Symbol;Acc:HGNC:31992],100132406
ENSG00000271447,9,9,23,6,6,5,37,26,8,6,3,3190,MMP28,matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366],79148
ENSG00000271449,0,0,0,0,0,0,0,0,0,0,0,1321,CT45A2,cancer/testis antigen family 45 member A2 [Source:HGNC Symbol;Acc:HGNC:28400],728911
ENSG00000271503,3157,2932,4493,3268,4704,2783,6116,7175,3558,6984,3279,1499,CCL5,C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632],6352
ENSG00000271567,0,0,0,0,0,0,0,0,0,0,3,760,PPIAL4E,peptidylprolyl isomerase A like 4E [Source:HGNC Symbol;Acc:HGNC:33997],730262
ENSG00000271601,422,392,409,331,302,82,839,701,699,231,232,3991,LIX1L,limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715],128077
ENSG00000271605,333,361,175,428,165,288,333,315,232,185,139,1816,MILR1,mast cell immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570],284021
ENSG00000271698,0,0,0,0,0,0,0,0,0,0,0,1596,-,novel transcript,-
ENSG00000271723,0,0,0,0,0,0,0,0,0,0,0,7090,MROH7-TTC4,MROH7-TTC4 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49180],-
ENSG00000271741,0,0,0,0,0,0,0,0,0,0,0,3099,-,"novel transcript, ZMYM6-ZMYM6NB readthrough",-
ENSG00000271793,0,0,0,0,0,0,0,0,0,0,0,8624,-,"novel protein, SYNCRIP-SNX14 readthrough",-
ENSG00000271810,0,0,0,0,0,0,0,0,0,0,0,1078,-,"novel protein, PPM1J-RHOC readthrough",-
ENSG00000271824,0,0,0,0,0,0,0,0,0,0,0,1695,SMIM32,small integral membrane protein 32 [Source:HGNC Symbol;Acc:HGNC:53640],389332
ENSG00000271949,0,0,0,0,0,0,0,0,0,0,0,654,-,"novel transcript, LRRC8C-LRRC8D readthrough",-
ENSG00000272031,7,9,16,21,13,1,40,24,21,7,7,3671,ANKRD34A,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639],284615
ENSG00000272047,110,172,164,110,220,139,232,248,172,138,167,8762,GTF2H5,general transcription factor IIH subunit 5 [Source:HGNC Symbol;Acc:HGNC:21157],404672
ENSG00000272104,0,0,0,0,0,0,0,0,0,0,0,408,-,novel protein,-
ENSG00000272162,0,0,0,0,0,0,0,0,0,0,0,1589,-,"novel transcript, TMEM14B-SYCP2L readthrough",-
ENSG00000272297,0,0,0,0,0,0,0,0,0,0,0,700,-,novel protein,-
ENSG00000272305,1,5,6,5,7,0,9,10,8,2,0,1760,-,novel transcript,-
ENSG00000272325,28,40,16,33,26,14,38,41,36,43,17,9900,NUDT3,nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050],11165
ENSG00000272333,230,231,231,340,236,67,558,389,379,135,148,10807,KMT2B,lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840],9757
ENSG00000272391,299,303,309,380,291,87,649,552,566,190,255,8796,POM121C,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005],100101267
ENSG00000272395,0,0,0,2,0,0,2,1,0,0,1,1637,IFNL4,interferon lambda 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:44480],101180976
ENSG00000272398,514,544,479,475,659,187,420,523,787,238,645,3096,CD24,CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645],100133941
ENSG00000272410,0,0,0,0,0,0,0,0,0,0,0,2977,-,novel protein,-
ENSG00000272414,0,0,0,0,0,0,0,0,0,0,0,3242,FAM47E-STBD1,FAM47E-STBD1 readthrough [Source:HGNC Symbol;Acc:HGNC:44667],100631383
ENSG00000272442,0,1,3,1,0,0,3,1,1,0,0,3513,-,"novel protein, TMEM151B-SPATS1 readtrough",-
ENSG00000272514,0,2,0,1,1,0,0,0,0,0,0,3624,CFAP206,cilia and flagella associated protein 206 [Source:HGNC Symbol;Acc:HGNC:21405],154313
ENSG00000272573,0,0,0,0,0,0,1,1,0,2,0,702,MUSTN1,"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]",389125
ENSG00000272602,233,131,252,155,265,178,422,376,167,235,140,3929,ZNF595,zinc finger protein 595 [Source:HGNC Symbol;Acc:HGNC:27196],152687
ENSG00000272617,0,0,0,0,0,0,0,0,0,0,0,887,-,"novel protein, COG8-PDF readthrough",-
ENSG00000272636,4,2,2,3,1,1,1,10,2,0,2,6489,DOC2B,double C2 domain beta [Source:HGNC Symbol;Acc:HGNC:2986],8447
ENSG00000272647,0,0,0,0,0,0,0,0,0,0,0,830,-,novel protein,-
ENSG00000272674,0,0,0,0,0,0,1,0,0,0,0,3840,PCDHB16,protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546],57717
ENSG00000272741,0,0,0,0,0,0,0,0,0,0,0,708,-,novel protein,-
ENSG00000272772,0,0,0,0,0,0,0,0,0,0,0,1239,-,novel protein,-
ENSG00000272804,0,0,0,0,0,0,0,0,0,1,0,1578,KRTAP10-7,keratin associated protein 10-7 [Source:HGNC Symbol;Acc:HGNC:22970],386675
ENSG00000272822,0,1,0,0,0,0,0,0,0,0,0,1336,-,novel protein,-
ENSG00000272886,568,630,634,669,699,183,1071,1095,953,362,474,6102,DCP1A,decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714],55802
ENSG00000272896,0,0,0,0,0,0,0,0,0,0,0,735,-,novel protein,-
ENSG00000272897,0,0,0,0,0,0,0,0,0,0,0,872,-,novel protein,-
ENSG00000272899,2,3,0,2,3,2,4,5,5,2,0,3883,ATP6V1FNB,ATP6V1F neighbor [Source:HGNC Symbol;Acc:HGNC:52392],100130705
ENSG00000272916,0,0,0,0,0,0,0,0,0,0,0,5818,-,novel transcript,-
ENSG00000272921,0,0,0,0,0,0,0,0,0,0,0,818,-,novel protein,-
ENSG00000272968,0,0,0,0,0,0,0,0,0,0,0,1049,RBAK-RBAKDN,RBAK-RBAKDN readthrough [Source:HGNC Symbol;Acc:HGNC:42971],100533952
ENSG00000272980,7,3,4,1,3,2,2,7,3,1,8,7618,-,novel protein,-
ENSG00000272987,0,0,0,0,0,0,0,0,0,0,0,985,OR5AL1,olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14844],79482
ENSG00000273003,0,0,0,0,0,0,0,0,0,0,0,2392,ARL2-SNX15,ARL2-SNX15 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49197],-
ENSG00000273025,0,0,0,0,0,0,0,0,0,0,0,1902,-,novel transcript,-
ENSG00000273045,11,12,14,11,18,2,19,21,22,12,13,2058,C2orf15,chromosome 2 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:28436],150590
ENSG00000273047,0,0,0,0,0,0,0,0,0,0,0,586,-,"novel transcript, LIME1-SLC2A4RG readthrough",-
ENSG00000273049,0,0,0,0,0,0,0,0,0,0,0,777,-,"novel protein, readthrough between HOXC10 and HOXC5",-
ENSG00000273079,1,0,0,0,0,0,0,0,0,0,0,31134,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586],2904
ENSG00000273085,0,0,0,0,0,0,0,0,0,0,0,926,OR52E1,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14766],79296
ENSG00000273088,0,0,0,0,0,0,0,0,0,0,0,753,-,novel protein,-
ENSG00000273111,0,3,1,2,0,1,2,4,3,5,0,2165,LYPD4,LY6/PLAUR domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28659],147719
ENSG00000273136,407,440,407,690,156,130,504,664,985,276,125,6782,NBPF26,NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571],101060684
ENSG00000273154,0,0,0,0,0,0,0,0,0,0,0,3190,-,"novel protein, ZGPAT-LIME1 readthrough",-
ENSG00000273155,0,3,0,0,0,0,2,0,0,2,0,669,-,novel LIPT1-MRPL30 readthrough,-
ENSG00000273167,0,0,0,0,0,0,0,0,0,0,0,4157,-,novel transcript,-
ENSG00000273171,0,0,0,0,0,0,0,0,0,0,0,851,-,"novel protein, readthrough between VTN and SEBOX",-
ENSG00000273173,15,12,15,23,13,3,25,35,31,6,10,1560,SNURF,SNRPN upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:11171],8926
ENSG00000273213,18,8,14,30,6,0,9,30,11,6,5,3970,H3-7,H3.7 histone (putative) [Source:HGNC Symbol;Acc:HGNC:32060],440686
ENSG00000273217,0,0,0,0,0,0,0,0,0,0,0,6393,-,novel protein,-
ENSG00000273238,0,0,0,0,0,0,0,0,0,0,0,2416,TMEM271,transmembrane protein 271 [Source:HGNC Symbol;Acc:HGNC:53639],112441426
ENSG00000273259,0,0,0,0,0,0,0,0,0,0,0,3067,-,novel protein,-
ENSG00000273269,0,0,0,0,0,0,0,0,0,0,0,983,-,novel transcript,-
ENSG00000273274,1,0,0,1,0,0,0,0,0,0,0,12831,ZBTB8B,zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:HGNC:37057],728116
ENSG00000273291,0,0,0,0,0,0,0,0,0,0,0,1654,-,novel protein,-
ENSG00000273294,0,1,1,0,0,0,1,2,0,0,0,3424,C1QTNF3-AMACR,C1QTNF3-AMACR readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49198],-
